"","TCGA.22.5478","TCGA.22.5472","TCGA.60.2709","TCGA.22.5489","TCGA.22.5471","TCGA.22.5482","TCGA.22.5483","TCGA.43.3394","TCGA.34.7107","TCGA.43.6771","TCGA.22.5491","TCGA.33.6737","TCGA.90.6837"
"EDNRA",466.88,129.69,251.48,224.97,65.72,141.02,156.59,98.73,144.01,172.65,19.11,113.56,147.06
"ANKRD13A",414.87,651.58,571.05,356.05,395.18,285.03,253.23,316.37,339.14,384.34,351.14,334.46,521.76
"SERPIND1",4.7,363.56,2.58,0.88,2.29,0.49,18.56,38.12,3.35,5.11,0.22,23.93,1.6
"ATP6V0E2",1977.24,444.72,769.69,426.57,785.88,215.77,921.88,848.22,185.11,71.5,358.54,142.01,271.48
"HECA",253.23,343.89,379.04,320.8,178.77,503.95,318.57,299.25,547.75,314.17,329.84,193.01,316.37
"MCU",450.94,612.11,376.41,241.19,384.34,450.94,303.44,373.81,435.55,571.05,392.44,1350.18,536.45
"GPR158",13.93,0.73,14.56,16.63,14.03,20.41,0.41,20.86,23.93,0,3.53,1.14,5.92
"LYSMD3",109.66,123.5,122.64,120.94,55.89,78.89,97.36,138.1,87.03,133.36,79.45,87.65,123.5
"GMEB1",105.89,164.42,127,242.88,94.67,185.11,176.29,138.1,140.04,246.28,101.54,199.85,171.45
"NPTN",3039.3,4575.41,3018.3,2434.5,1427.22,2935.74,2287.2,3257.52,2645.74,2555.58,3589.58,1936.53,2119.22
"SDS",193.01,167.9,1216.75,384.34,133.36,42.41,723.08,175.07,363.56,38.95,171.45,624.99,547.75
"CSAG1",679.29,0,72.52,15.8,12.74,2.81,2.36,974.5,0,2.78,4.24,28.86,80.01
"ERMP1",224.97,599.49,540.19,320.8,183.82,314.17,974.5,591.22,1561.89,525.39,961.07,334.46,368.65
"FAM21D",281.09,273.37,373.81,127.89,384.34,209.84,248,166.73,258.57,232.94,113.56,371.22,287.01
"RAC2",825,1295.13,2163.77,2209.26,1936.53,1250.98,543.96,441.64,872.1,4388.98,775.05,785.88,1498.22
"C20orf144",6.36,3,4.31,1.71,4.66,1.13,4.1,2.76,6.11,2.61,1.06,2.89,2.12
"FKTN",70.51,104.42,108.14,116.78,82.29,155.5,336.79,158.79,189.02,52.82,155.5,51.71,73.03
"TPSAB1",551.56,928.3,1651,493.56,1030.12,656.11,329.84,974.5,733.19,214.27,638.15,2018.8,3303
"HOXA11",84.04,9.34,16.27,5.41,21.63,0.92,18.56,52.08,28.04,1.01,21.01,40.93,12
"GSR",947.83,1896.65,2104.58,819.3,1119.56,4298.64,2895.31,1832.01,1923.14,567.1,1001.93,4639.29,429.54
"CIDEC",2.73,2.05,1.08,11.73,1.62,0,3.06,0,5.96,2.39,3.63,14.56,2.34
"ACAA1",934.76,1096.5,1322.37,1304.15,1081.39,503.95,660.68,866.07,769.69,1427.22,785.88,2271.4,988.12
"MARCKSL1",6607.01,2956.17,2209.26,7589.61,1605.83,1183.45,2520.38,1304.15,1096.5,1561.89,1001.93,4575.41,2816.11
"MICAL3",457.25,361.04,361.04,371.22,68.55,376.41,287.01,379.04,825,318.57,341.51,150.17,334.46
"PWWP2B",267.73,379.04,251.48,226.54,237.86,218.79,202.66,148.09,176.29,229.72,133.36,567.1,218.79
"MORC3",275.28,414.87,262.2,269.6,139.07,312,173.85,325.29,197.09,371.22,178.77,211.31,189.02
"RNF183",15.91,111.21,6.21,1.41,16.15,1.69,3.53,15.34,3.03,0.92,15.22,15.8,59.13
"CCND2",1277.29,279.14,529.06,1437.15,796.86,120.94,108.9,753.83,1119.56,43.94,579.04,148.09,297.17
"PPAPDC3",24.46,16.15,25.35,26.1,12.64,13.12,22.75,10.24,15.11,18.97,4.5,11.13,20.11
"MAF",753.83,273.37,358.54,441.64,265.87,567.1,138.1,301.33,521.76,1199.98,133.36,137.14,651.58
"SLC35F2",363.56,199.85,214.27,414.87,323.03,176.29,175.07,346.29,132.44,356.05,139.07,638.15,151.22
"PRDM2",366.09,366.09,400.71,406.31,178.77,297.17,208.38,260.38,327.56,262.2,150.17,231.32,470.14
"ATP11A",66.18,320.8,371.22,244.57,84.04,88.88,204.07,119.26,173.85,206.94,84.04,409.15,224.97
"FZD8",629.35,77.25,76.17,117.6,100.83,41.22,164.42,152.28,101.54,14.14,89.51,82.29,37.32
"C4BPB",7.28,31.45,17.51,5.92,7.34,2.76,1.83,7.69,2.86,2.58,9.13,25.91,12.64
"LMBR1L",500.46,547.75,713.11,409.15,616.37,341.51,447.82,616.37,438.59,1359.57,346.29,575.03,1096.5
"CYCS",3716.2,2485.67,3060.45,2502.97,3190.46,4010.71,3257.52,5479.15,2627.46,3742.05,6699.25,3039.3,3103.19
"BRMS1L",195.72,166.73,109.66,127,163.28,172.65,176.29,116.78,191.67,103.69,169.07,150.17,123.5
"AHDC1",363.56,336.79,264.03,392.44,90.77,316.37,50.27,251.48,265.87,507.46,131.51,217.27,368.65
"CHST4",5.28,228.13,1.11,2.23,3.14,1.31,36.01,1.33,1.04,11.82,211.31,2.71,2.16
"C9orf72",212.78,147.06,314.17,93.35,32.59,122.64,197.09,381.68,521.76,165.57,267.73,125.24,87.03
"TMCC2",118.43,164.42,153.34,59.13,36.53,265.87,21.94,33.54,38.95,51.71,38.95,15,129.69
"CHD5",1.41,0.65,0.71,1.19,0.62,0.67,4.74,1.87,0.68,0.72,0.62,0.69,0.72
"C8orf31",4.74,34.75,35,71.5,49.56,9.78,37.32,48.18,17.64,23.93,1.83,29.91,7.28
"FAM83H",748.61,1073.91,624.99,466.88,547.75,1322.37,460.44,620.67,872.1,1167.14,571.05,1540.37,764.36
"RP11-867G23.8",57.08,78.89,45.21,40.36,31.45,34.02,19.53,29.7,30.34,46.18,13.42,9.2,23.59
"NCOA7",967.76,796.86,500.46,547.75,244.57,353.59,269.6,559.28,633.73,1008.9,848.22,1037.29,409.15
"FOCAD",312,293.07,291.04,262.2,30.56,163.28,226.54,256.78,532.74,212.78,194.36,178.77,314.17
"EMC1",1437.15,651.58,780.44,1015.93,769.69,1059.11,733.19,579.04,769.69,819.3,529.06,688.78,1242.34
"ETV7",32.59,68.07,133.36,264.03,414.87,150.17,60.39,66.65,228.13,129.69,37.85,35.76,63
"TMEM192",441.64,182.55,194.36,101.54,89.51,151.22,267.73,150.17,135.24,73.54,202.66,157.68,217.27
"RP11-770J1.5",171.45,229.72,229.72,193.01,242.88,215.77,221.86,220.32,108.14,127,171.45,441.64,182.55
"SIAE",189.02,647.07,189.02,176.29,223.41,146.03,281.09,376.41,395.18,136.19,287.01,379.04,334.46
"MTA3",1143.1,567.1,612.11,860.08,1159.07,571.05,808,2032.85,432.53,454.09,698.41,1081.39,753.83
"RGCC",595.34,2224.63,2148.82,1388.16,507.46,1844.76,454.09,2004.85,432.53,432.53,518.15,1030.12,1008.9
"ZKSCAN2",34.02,23.93,33.3,31.22,18.29,10.24,35.25,22.59,30.78,12.55,16.27,10.55,24.99
"BHLHB9",79.45,44.89,52.45,41.22,57.08,37.05,82.87,52.08,181.28,37.32,40.07,30.78,69.03
"AMMECR1",164.42,212.78,146.03,106.63,208.38,127.89,387.02,158.79,395.18,229.72,255,177.53,536.45
"CAMK2D",1066.48,429.54,376.41,309.83,204.07,244.57,884.29,293.07,223.41,575.03,202.66,132.44,493.56
"ZNF286A",595.34,144.01,173.85,323.03,237.86,180.02,384.34,204.07,241.19,183.82,135.24,162.14,155.5
"ASB14",2.56,4.43,2.07,3.03,1.75,2.29,2.18,3.47,2.36,4.31,1.75,1.99,4.7
"AC135048.1",8.32,0,21.78,7.11,6.26,0,9.63,11.64,7.06,0,0,9.27,23.93
"SOGA3",1.66,3.99,2.97,6.89,1.31,2.94,3.38,2.07,2.14,3.72,0.48,0.58,1.97
"COQ10A",156.59,144.01,212.78,132.44,146.03,130.6,193.01,172.65,166.73,73.54,166.73,110.43,121.79
"METTL15",84.04,141.02,76.71,78.34,52.45,102.25,100.83,105.89,100.13,133.36,113.56,75.11,44.25
"RGN",48.18,53.19,99.43,45.85,14.78,12.64,27.05,202.66,18.29,12.55,8.85,26.1,53.95
"LPAR1",392.44,384.34,802.41,412,118.43,688.78,353.59,607.87,514.56,220.32,426.57,507.46,218.79
"GPRC5C",173.85,1175.27,703.28,476.71,748.61,819.3,249.73,842.36,620.67,1427.22,941.27,791.35,90.14
"CDC42SE1",3982.99,4152.18,3018.3,2758.13,3716.2,2701.35,3190.46,5255.91,2816.11,3060.45,3443.31,1359.57,2434.5
"KLK6",2.78,36.79,158.79,91.41,100.13,162.14,66.18,150.17,17.9,11745.96,100.83,525.39,147.06
"RMDN1",791.35,854.13,559.28,599.49,830.75,1135.2,656.11,1183.45,656.11,518.15,813.63,1277.29,603.67
"GLUD1",1242.34,3060.45,1639.59,1073.91,1651,2875.3,1295.13,2209.26,2319.15,1583.71,2997.45,1295.13,1594.73
"IER5",543.96,1088.92,540.19,748.61,620.67,457.25,289.02,205.5,287.01,1059.11,279.14,1477.58,612.11
"C10orf35",486.75,334.46,244.57,221.86,633.73,269.6,371.22,343.89,178.77,162.14,343.89,198.47,194.36
"PALM2-AKAP2",59.13,34.75,37.85,30.56,9.56,71.5,29.48,11.3,69.03,40.07,19.39,31,19.53
"EXOSC7",802.41,808,1059.11,836.53,1350.18,1059.11,974.5,1583.71,909.17,1350.18,1313.23,656.11,620.67
"KLHL9",138.1,199.85,177.53,91.41,33.3,132.44,223.41,289.02,346.29,150.17,178.77,137.14,129.69
"CCDC88A",293.07,205.5,454.09,511,141.02,167.9,206.94,182.55,256.78,152.28,65.26,217.27,323.03
"AC006538.4",14.14,63.89,2.94,75.11,19.82,0,50.98,40.36,26.86,37.32,38.95,5.68,21.94
"COPE",9945.68,4450.27,5403.7,4903.87,6935.54,4358.66,6164.49,4268.94,6079.61,5219.6,6037.61,4704.07,5112.16
"CMPK2",55.1,90.14,193.01,463.65,327.56,27.44,118.43,75.11,149.12,96.01,57.89,36.53,36.79
"C1QTNF2",12.93,22.59,22.59,19.53,6.46,4.03,14.56,10.31,17.77,20.26,7.34,10.88,8.99
"RAB35",748.61,808,738.29,764.36,884.29,674.59,718.08,684.02,1008.9,915.51,819.3,1151.06,775.05
"FMO1",121.79,39.5,190.34,1331.57,77.79,151.22,10.88,54.33,63,403.5,22.43,12.55,299.25
"SERTAD3",921.88,656.11,591.22,698.41,607.87,723.08,406.31,1015.93,466.88,603.67,571.05,1437.15,708.18
"EIF3M",3982.99,5366.37,6079.61,6294.04,5672.41,7032.37,5672.41,9876.98,5751.61,25179.16,9606.86,6337.83,3639.7
"RBFOX3",0,1.57,5.36,28.04,3.38,0,0,5.73,8.38,0.84,0.75,0,1.31
"SUV39H1",191.67,182.55,287.01,234.57,426.57,156.59,198.47,303.44,293.07,111.21,279.14,204.07,212.78
"HBA1",88.26,348.71,718.08,312,63,348.71,688.78,339.14,1936.53,819.3,47.5,995,497
"ZBTB20",2.41,5.96,18.43,18.7,21.47,4.54,8.71,9.56,23.25,9.63,17.77,20.71,5.45
"STXBP5",231.32,105.89,115.16,93.35,53.57,102.25,116.78,90.77,182.55,193.01,108.14,105.89,185.11
"GPR21",5.73,0.89,6.67,8.71,0.85,2.1,3.11,2.89,3.82,1.48,1.57,2.66,3.66
"ARHGAP39",156.59,101.54,46.18,65.72,52.82,68.07,81.71,49.21,37.85,43.94,43.94,206.94,79.45
"OTUD3",52.45,59.13,76.71,65.72,44.57,51.71,57.89,57.08,58.71,40.64,37.85,119.26,142.01
"STAB1",872.1,981.29,1030.12,1151.06,1066.48,571.05,1104.13,532.74,1059.11,1151.06,490.14,1529.73,2004.85
"SCP2",2163.77,3039.3,2090.03,1909.85,1096.5,1519.15,1806.78,1936.53,1233.75,1733.13,1417.35,2133.97,2240.11
"ZNF791",105.89,229.72,285.03,181.28,142.01,178.77,271.48,220.32,327.56,71.5,217.27,108.14,140.04
"RP11-793H13.10",7.63,42.11,34.75,21.47,16.39,20.71,18.03,37.59,60.82,17,20.71,19.11,35.5
"PDLIM7",1378.57,1498.22,2645.74,1844.76,1191.69,1685.71,1340.84,1001.93,1923.14,2417.67,420.68,2209.26,3212.66
"C7orf13",307.69,31.9,40.93,98.04,121.79,22.92,178.77,152.28,70.01,12.27,57.08,85.22,143.01
"BAIAP3",95.34,256.78,19.53,21.63,12.55,64.34,124.37,19.39,13.12,11.55,88.88,34.75,55.1
"KLF5",514.56,3303,1806.78,334.46,974.5,3303,836.53,1594.73,4268.94,1857.6,2816.11,2520.38,1286.18
"SOBP",142.01,74.06,24.63,23.59,6.26,24.99,60.39,7.22,23.25,10.47,15.56,11.91,13.42
"LIN37",305.55,283.05,256.78,392.44,518.15,348.71,301.33,624.99,289.02,218.79,224.97,389.72,500.46
"ZNF19",46.84,87.65,46.5,34.02,43.63,31.67,40.36,37.32,49.21,12.64,31.67,15.91,15.91
"ATP2A2",5255.91,4671.57,3081.75,2434.5,2758.13,3491.39,3742.05,2701.35,4328.55,5041.77,3515.68,9808.75,4769.75
"FGF12",244.57,11.3,185.11,70.51,218.79,147.06,102.97,256.78,981.29,2.53,718.08,316.37,293.07
"SRFBP1",87.65,99.43,117.6,143.01,98.73,82.29,140.04,156.59,103.69,98.73,181.28,81.14,72.01
"VCPIP1",70.01,104.42,92.05,98.73,42.41,82.87,73.54,61.25,98.04,63,57.89,107.38,64.34
"HMBS",718.08,638.15,679.29,813.63,872.1,616.37,1781.89,1104.13,872.1,395.18,2224.63,1870.53,457.25
"SMAD3",808,1286.18,616.37,503.95,387.02,1639.59,607.87,603.67,1096.5,947.83,909.17,269.6,808
"SSR4",13306.94,8078.22,20593.91,25179.16,18950.18,7857.29,16045.82,15285.81,10959.3,8718.32,12329.98,15499.21,25005.23
"STXBP4",55.89,33.78,57.49,75.64,45.21,22.26,55.89,88.88,59.97,28.04,53.95,41.52,28.45
"SYNPO",417.77,775.05,555.41,921.88,444.72,759.08,332.14,307.69,713.11,848.22,209.84,503.95,656.11
"TRIM59",82.29,135.24,209.84,309.83,389.72,195.72,182.55,384.34,397.93,128.79,293.07,58.3,82.87
"KDM2A",890.44,1322.37,1015.93,1111.82,738.29,836.53,693.58,775.05,1030.12,2090.03,647.07,1369.04,819.3
"WHSC1",902.89,323.03,486.75,470.14,387.02,400.71,842.36,450.94,567.1,348.71,493.56,567.1,629.35
"ZSCAN12",35,85.22,42.11,61.68,42.11,35.25,59.13,106.63,60.39,29.7,39.22,19.53,32.13
"TEF",329.84,567.1,158.79,141.02,146.03,417.77,117.6,414.87,108.9,104.42,497,28.65,153.34
"CXCR3",39.5,29.7,95.34,147.06,166.73,9.7,29.27,8.51,32.82,29.06,16.75,23.25,52.08
"HAS1",2.2,2.81,40.36,4.46,0.44,6.01,1.04,13.62,10.88,0.58,0.72,29.27,28.24
"RAB40A",6.01,7.82,12.09,4.06,16.63,9.34,3.96,38.95,24.63,5.06,2.68,2.12,3.96
"EFCAB10",39.22,95.34,10.55,12.18,8.06,2.89,12.45,26.28,17.25,2.97,56.68,8.58,6.46
"NHLH2",0,2.97,0.71,1.03,13.42,14.78,0,8.13,0.12,0.43,2.14,0.39,18.7
"SLC4A1AP",612.11,432.53,470.14,563.18,612.11,525.39,463.65,575.03,412,389.72,387.02,356.05,642.59
"PEAR1",26.47,69.52,59.13,51.71,13.03,28.86,38.4,52.45,36.27,34.02,12.27,76.17,55.1
"R3HDML",0,0.72,26.1,2.92,0,0,0,1.28,4.17,0,0,1.91,4.21
"ZNF285",6.78,47.5,8.92,31.22,21.63,6.78,23.76,4.28,4.43,8.78,6.26,6.89,12.09
"RHBDL2",25.91,432.53,38.4,159.9,115.16,161.02,28.86,148.09,43.94,316.37,258.57,59.97,166.73
"AMFR",1167.14,1250.98,1477.58,954.43,1806.78,2133.97,1167.14,1250.98,1551.09,1104.13,1159.07,764.36,1088.92
"ACE",511,703.28,974.5,281.09,126.12,110.43,185.11,190.34,146.03,193.01,52.45,316.37,497
"RP11-307N16.6",0.24,0,3.03,1.38,0,0,4.58,0,0,0.3,0.23,0.61,0.29
"NT5C3A",1583.71,514.56,656.11,629.35,579.04,507.46,848.22,669.92,414.87,503.95,651.58,571.05,395.18
"LZTS3",813.63,279.14,158.79,57.89,145.02,131.51,186.4,154.42,301.33,33.06,406.31,125.24,75.64
"CRELD2",2319.15,1044.52,1304.15,1832.01,1127.35,1051.79,738.29,1259.69,688.78,1167.14,928.3,1001.93,1286.18
"MORN4",153.34,106.63,186.4,108.9,136.19,140.04,144.01,78.89,122.64,100.13,81.71,52.08,122.64
"PPP1R15B",353.59,412,460.44,633.73,384.34,412,616.37,500.46,486.75,329.84,450.94,503.95,320.8
"PPARGC1B",21.32,63,37.32,36.01,21.01,36.01,12.36,29.7,74.58,21.78,58.3,20.26,45.53
"C1QL2",0.64,1.2,2.34,318.57,2.18,0.36,0.34,0.97,0.69,0,0,0,0.73
"CACUL1",332.14,368.65,323.03,438.59,241.19,368.65,249.73,256.78,320.8,368.65,314.17,373.81,279.14
"NECAP1",414.87,480.04,521.76,642.59,878.17,490.14,409.15,1286.18,376.41,400.71,500.46,780.44,665.29
"STAB2",6.26,2.2,8.45,10.63,2.39,6.26,5.92,10.31,14.45,0,3,22.92,21.78
"ZNF74",320.8,132.44,194.36,150.17,149.12,142.01,198.47,139.07,293.07,66.65,147.06,66.18,144.01
"THTPA",400.71,180.02,171.45,220.32,307.69,110.43,151.22,176.29,255,108.14,172.65,105.15,159.9
"MRPS12",1540.37,1259.69,1572.76,1561.89,2777.33,1561.89,1457.23,2739.08,2163.77,967.76,3639.7,2193.99,1417.35
"SENP2",563.18,559.28,1127.35,536.45,878.17,836.53,638.15,1119.56,1487.87,358.54,1477.58,320.8,665.29
"GSTA1",154.42,1322.37,915.51,106.63,1295.13,409.15,698.41,6121.9,890.44,1.89,19082,73.03,10.24
"EWSR1",5147.73,3901.01,5329.3,4152.18,3874.05,4268.94,3419.52,3690.52,5041.77,3847.29,4639.29,4038.61,3847.29
"CREG2",1.36,11.04,17.77,8.71,63,148.09,21.78,44.89,26.28,57.49,53.19,15.34,66.18
"RAD23B",1870.53,2701.35,2520.38,3212.66,1685.71,3982.99,2895.31,3395.89,4066.71,3395.89,3372.43,2758.13,1806.78
"ZSCAN32",151.22,273.37,244.57,202.66,197.09,133.36,351.14,253.23,262.2,162.14,351.14,146.03,154.42
"LPAR5",52.45,183.82,191.67,96.68,293.07,248,59.97,205.5,301.33,406.31,120.1,171.45,120.94
"CCNI2",30.78,44.89,32.82,54.72,26.67,9.78,16.63,28.45,13.12,22.43,11.3,49.56,70.01
"PCDH18",83.45,56.68,89.51,76.17,33.54,36.79,323.03,53.19,54.33,45.85,14.35,50.27,54.33
"AC079210.1",5.96,6.89,6.52,3.41,1.19,2.32,2.84,5.63,3.79,1.83,1.51,21.94,10
"WNT9A",63,177.53,52.82,53.57,21.78,194.36,15.56,12.64,78.34,30.34,76.17,10.39,48.87
"PRAP1",4.78,12,10.96,0,39.5,2.58,0.88,20.86,1.81,2.86,10.79,1.85,126.12
"NDUFB11",2303.12,1819.35,2664.15,2240.11,5006.93,2163.77,2178.83,3419.52,2303.12,1909.85,3325.99,3564.78,3039.3
"ZNF140",194.36,379.04,237.86,406.31,567.1,256.78,297.17,454.09,260.38,269.6,392.44,341.51,237.86
"NKX2-8",46.5,37.32,10.39,13.72,50.27,50.63,3.92,28.45,1.89,9.85,9.93,0.09,0.11
"IGSF8",713.11,591.22,909.17,1111.82,1030.12,1096.5,1313.23,1037.29,733.19,848.22,503.95,1259.69,941.27
"RPL11",25005.23,35609.13,42641.37,57448.23,30361.44,42346.82,27553.49,32767,35609.13,60304.42,23820.89,75280.1,37639.55
"FAM127C",447.82,450.94,376.41,241.19,819.3,293.07,199.85,679.29,1135.2,395.18,612.11,130.6,454.09
"SEPSECS",48.52,54.33,79.45,56.28,58.71,67.12,77.79,115.97,64.8,72.01,96.01,30.34,48.18
"ASAP2",447.82,226.54,241.19,289.02,262.2,180.02,234.57,447.82,285.03,358.54,234.57,277.2,242.88
"ZHX1",205.5,356.05,253.23,281.09,217.27,253.23,191.67,283.05,343.89,260.38,316.37,318.57,325.29
"MCIDAS",23.76,47.5,6.78,11.47,10.71,8.65,0.72,14.56,8.38,3.35,14.56,4.5,5.77
"OPHN1",39.79,46.5,33.06,42.11,20.26,21.16,16.51,68.07,57.49,22.26,39.79,29.27,15.8
"TFAP2C",19.82,429.54,157.68,291.04,158.79,320.8,51.71,164.42,147.06,341.51,376.41,164.42,363.56
"TSKS",2.18,8.92,5.92,27.64,3.03,4.66,2.84,32.13,8.65,0.99,39.5,4.62,8.19
"USP6NL",138.1,323.03,178.77,246.28,137.14,176.29,281.09,318.57,346.29,191.67,320.8,269.6,291.04
"FAM105B",521.76,299.25,414.87,454.09,320.8,409.15,307.69,647.07,291.04,269.6,248,186.4,273.37
"C20orf196",167.9,241.19,242.88,149.12,283.05,223.41,341.51,176.29,149.12,72.52,289.02,237.86,141.02
"HPS1",1250.98,1407.55,1304.15,769.69,1030.12,1151.06,638.15,791.35,1208.34,775.05,1191.69,674.59,848.22
"SPRR2A",368.65,7331.05,1540.37,142.01,1359.57,6887.62,15.34,4152.18,679.29,23656.34,39237.98,30.12,61999.83
"SALL4",21.78,21.47,28.86,28.65,17.64,14.35,33.78,17.9,27.25,34.02,11.55,8.71,49.56
"RSPH3",92.05,185.11,90.77,55.1,63.89,156.59,82.29,108.9,130.6,194.36,109.66,71.5,224.97
"ACER3",165.57,217.27,241.19,325.29,166.73,148.09,218.79,287.01,142.01,688.78,237.86,283.05,194.36
"CTCF",460.44,665.29,525.39,503.95,483.38,620.67,607.87,327.56,684.02,420.68,387.02,503.95,395.18
"PCBP4",429.54,291.04,483.38,329.84,244.57,320.8,559.28,532.74,217.27,1001.93,199.85,162.14,387.02
"C20orf26",35.76,50.63,23.25,14.56,4.28,1.69,45.21,4.78,0.65,3.86,25.72,2.43,13.22
"HBP1",902.89,1781.89,1008.9,961.07,507.46,612.11,928.3,1769.57,1268.46,988.12,1030.12,738.29,728.11
"WBP4",109.66,163.28,169.07,162.14,170.25,176.29,152.28,289.02,130.6,152.28,138.1,166.73,178.77
"HIST1H4C",5.63,0,3.38,12.83,11.38,15.68,18.43,8.45,14.56,0,5.73,20.41,11.3
"MSMB",3589.58,647.07,1.33,55.89,813.63,24.63,194.36,318.57,19.53,1.36,10154.69,260.38,49.56
"LPCAT4",1044.52,1519.15,836.53,503.95,764.36,947.83,723.08,1175.27,1242.34,400.71,1551.09,595.34,1883.54
"AKIRIN2",708.18,785.88,743.43,1081.39,775.05,1806.78,1044.52,718.08,1015.93,1135.2,713.11,1407.55,764.36
"ZDHHC21",35,66.65,78.89,83.45,27.25,30.56,102.25,111.99,70.01,51.71,70.01,55.49,24.63
"PYY",0,0,0.73,1.11,0.59,2.56,0,6.73,0,2.56,0,0,0.73
"B4GALT3",1508.65,890.44,1340.84,1519.15,1572.76,1015.93,1135.2,1572.76,890.44,967.76,988.12,1051.79,1378.57
"RPL27",24490.61,35609.13,50709.61,56657.31,69753.56,58655.36,59887.86,127486.83,43537.38,55107.99,79022.82,70727.3,30151.71
"CCDC170",48.52,67.12,27.84,23.25,8.99,2.94,17.25,9.48,4.43,4.54,43.63,2.07,8.92
"AL031663.2",5.32,5.73,3.44,3.53,2.46,2.27,3.72,3.11,2.81,1.16,3.23,4.62,3
"MMP8",7.46,13.12,24.46,27.64,3.2,2.89,25.91,99.43,8.85,1.2,5.45,17.51,64.34
"FBXO17",785.88,150.17,275.28,351.14,358.54,48.87,303.44,967.76,463.65,239.52,74.58,50.27,194.36
"SEC11C",1991,1286.18,2193.99,3614.55,1350.18,1407.55,3280.18,1674.06,1001.93,890.44,2758.13,2255.7,3103.19
"RAB1B",3168.41,5006.93,3564.78,3235.01,3515.68,3491.39,4123.49,3146.52,2796.65,8778.97,3564.78,5913.33,3060.45
"GPRC5A",1119.56,3589.58,909.17,260.38,139.07,1388.16,547.75,1437.15,195.72,2240.11,1286.18,10154.69,3190.46
"WDR70",836.53,555.41,503.95,454.09,769.69,909.17,703.28,934.76,376.41,353.59,507.46,1044.52,521.76
"SLC38A6",358.54,346.29,521.76,198.47,297.17,244.57,220.32,251.48,218.79,131.51,220.32,291.04,379.04
"CFH",866.07,2004.85,981.29,1001.93,353.59,435.55,1015.93,379.04,607.87,1023,190.34,954.43,1051.79
"DCTPP1",1175.27,1313.23,1015.93,1572.76,1331.57,813.63,2451.44,1697.45,1709.26,638.15,2976.74,583.07,1066.48
"CRISP2",21.47,7.82,0.91,7.75,0.2,0,2.94,14.35,0,0,22.75,0,0
"ATP13A2",1487.87,1111.82,769.69,571.05,665.29,941.27,447.82,490.14,571.05,1936.53,518.15,909.17,1225.22
"ZNF831",5.32,2.51,15.8,8.92,7.11,0.89,1.19,1.6,3.08,3.32,1.16,2.78,5.45
"IL13",0,0.24,1.38,0.67,3.79,0,0.24,0.91,0,0,1.41,2.01,1.38
"LMBR1",1119.56,616.37,423.61,651.58,660.68,348.71,1037.29,796.86,842.36,543.96,579.04,409.15,366.09
"KCNA1",85.82,0.59,0.34,6.16,1.11,2.73,0.28,0,0.32,3.11,5.96,0,0
"AJUBA",603.67,629.35,224.97,432.53,432.53,438.59,239.52,258.57,878.17,540.19,353.59,248,285.03
"SENP7",93.35,156.59,122.64,98.04,43.94,107.38,140.04,187.71,84.63,64.8,146.03,80.01,171.45
"USP43",47.5,90.77,40.07,24.63,42.71,81.71,28.45,33.3,95.34,191.67,30.78,198.47,67.59
"IGFBP5",6207.38,813.63,7695.57,3690.52,2271.4,1135.2,8134.41,2032.85,3325.99,406.31,3491.39,1242.34,2591.27
"SLC38A5",412,1457.23,896.64,713.11,1594.73,3081.75,406.31,660.68,934.76,1757.34,460.44,353.59,836.53
"DRG1",1950,1313.23,1388.16,1340.84,2178.83,1757.34,1268.46,3325.99,1806.78,848.22,2609.3,1286.18,1023
"ARL11",14.03,28.45,56.28,24.11,30.56,9.48,32.59,61.68,21.94,15.45,30.78,11.04,48.52
"ZNF511",656.11,693.58,647.07,988.12,1709.26,830.75,607.87,860.08,759.08,571.05,967.76,967.76,848.22
"FAM206A",226.54,426.57,303.44,287.01,532.74,665.29,299.25,679.29,447.82,269.6,507.46,351.14,332.14
"SLX1A",633.73,651.58,981.29,1001.93,1417.35,429.54,583.07,500.46,674.59,728.11,819.3,1250.98,665.29
"C15orf38-AP3S2",463.65,358.54,392.44,346.29,334.46,327.56,591.22,532.74,295.11,291.04,551.56,287.01,743.43
"TNNI1",14.67,22.26,11.3,37.32,9.85,22.43,24.28,13.32,39.22,22.92,12,3.96,23.42
"NAA15",329.84,206.94,262.2,246.28,287.01,172.65,346.29,299.25,267.73,258.57,223.41,307.69,221.86
"CASZ1",151.22,414.87,186.4,194.36,186.4,193.01,149.12,147.06,170.25,343.89,116.78,307.69,325.29
"RDH12",2.56,11.3,29.48,5.36,58.3,5.45,7.51,13.32,3.11,414.87,19.25,11.13,10.16
"VNN2",54.72,100.13,102.97,189.02,50.98,9.85,88.88,131.51,42.71,11.64,55.89,36.01,70.01
"C9orf9",131.51,318.57,100.83,128.79,208.38,329.84,123.5,301.33,53.95,49.56,122.64,31.9,72.52
"PUM1",532.74,878.17,624.99,802.41,293.07,559.28,633.73,579.04,764.36,934.76,412,642.59,616.37
"HTR3E",0,0.82,3.11,2.92,0.77,0,0.8,0.56,1.48,0,1.03,0,0
"ANGPTL4",1651,220.32,156.59,215.77,237.86,373.81,205.5,406.31,361.04,1268.46,99.43,1104.13,264.03
"BAK1",620.67,813.63,543.96,842.36,1369.04,961.07,603.67,896.64,551.56,2148.82,638.15,679.29,967.76
"ZNF428",1216.75,995,1104.13,1167.14,543.96,599.49,915.51,346.29,450.94,339.14,633.73,1030.12,555.41
